分类1,分类2,报送分类,TICKER,ISIN,债券名称,AccSection,Portfolio,CCY,Nominal（原币）,Nominal（USD）,Nominal(亿原币）,Nominal(亿美元）,摊余成本（USD）,摊余成本（亿USD）,Maket Value（USD）,Duration,Size*Dur,WAL,SIZE*WAL,EffectiveYield,Size*Yld, IRSCCSAmt ,IRSCCSYield,Real Yield,Size*Real Yld,FTP Rate,Size*FTP,Carry,Size*Carry,PL,PL2,估亏比例,Maturity,NXT_CALL_DT,tmp1,MaturityWithCall(not used),year,month,date,MaturityWithCall,2025,2026,Maturity_Check,平均买价,摊余成本价格,市场价格,国别风险,TLAC债券,FLOATER,INSTRUMENT,是否repo,repo占比,实际repo,实际repo%,绿债,现价*规模（美元）, 久期 ,凸性,OAS,PVBP（万美元）,IRS PV01（万美元）,CCS PV01（万美元）,总PVBP（万美元）,,是否私募
Rates,DM Sovereign,中国（含香港政府）主权债券,HKINTL,HK0001151015,HKINTL 3 1/8 06/10/33,AFS,HOBJIFIRA101,EUR," 56,850,000.00 "," 66,609,972.54 ", 0.57 , 0.67 ," 67,332,086.57 ", 0.67 ," 67,714,365.89 ", 6.417 ," 432,067,850.817 ", -   , -   , 2.9565 ," 199,066,843.9646 ", -   , -   , 2.96 ," 199,066,843.9646 ", 2.0276 ," 136,520,384.1014 ", 93 ," 6,254,645,986.3160 "," 382,279.32 "," 382,279.32 ",0.6%,10/06/2033,#N/A Field Not Applicable,#VALUE!,2033/6/10,2033,6,10,2033/6/10, -   ," 625,464.60 ", -   , 101.16 , 101.08 , 101.66 , HK , #N/A N/A , N ,CHINA-HK 3.125 100633,,,,,Y," 67,714,365.89 ", 6.42 , 0.51 , 6.58 , 4.3452 , -   , -   , 4.35 ,4.34520925,N
Fins,Foreign Banks,外资金融机构债券,JPM,XS1449496766,JPM 2.95 06/18/30,HTM,HOBJIFCRH131,EUR," 25,000,000.00 "," 29,291,984.41 ", 0.25 , 0.29 ," 29,291,984.41 ", 0.29 ," 29,299,307.40 ", 4.017 ," 117,678,227.637 ", -   , -   , 2.9461 ," 86,298,364.8576 ", -   , -   , 2.95 ," 86,298,364.8576 ", 1.9962 ," 58,472,483.5214 ", 95 ," 2,782,588,133.6181 "," 7,323.00 "," 7,323.00 ",0.0%,18/06/2030,2027/6/18,2027/6/18,2027/6/18,2027,6,18,2027/6/18, -   ," 278,258.81 ", -   , 100.00 , 100.00 , 100.03 , US , #N/A N/A , N ,JPCH-HO 2.95 180630 CALL,,,,,N," 29,299,307.40 ", 4.02 , 0.21 , 3.24 , 1.1771 , -   , -   , 1.18 ,1.177076472,Y
Rates,CN Agency,中国政策性金融债,SDBC,XS3100527954,SDBC 2.176 06/19/28,AFS,HOBJIFIRA101,EUR," 100,000,000.00 "," 117,167,937.63 ", 1.00 , 1.17 ," 117,167,937.63 ", 1.17 ," 116,576,239.54 ", 2.304 ," 269,985,772.134 ", -   , -   , 2.1709 ," 254,358,463.9231 ", -   , -   , 2.17 ," 254,358,463.9231 ", 2.0381 ," 238,799,622.1759 ", 13 ," 1,555,884,174.7169 "," -591,698.09 "," -591,698.09 ",-0.5%,19/06/2028,#N/A Field Not Applicable,#VALUE!,2028/6/19,2028,6,19,2028/6/19, -   ," 155,588.42 ", -   , 100.00 , 100.00 , 99.50 , CN , #N/A N/A , N ,CDB-HKG 2.176 190628,,,,,N," 116,576,239.54 ", 2.30 , 0.08 , 2.33 , 2.6862 , -   , -   , 2.69 ,2.68622344,Y
Rates,Supra,超主权机构债券,AFDB,US00828EFF16,AFDB 4 03/18/30,AFS,HOBJIFIRA002,USD," 75,000,000.00 "," 75,000,000.00 ", 0.75 , 0.75 ," 74,862,477.60 ", 0.75 ," 75,888,000.00 ", 3.769 ," 282,161,218.189 ", -   , -   , 4.0902 ," 306,203,610.1168 ", -   , -   , 4.09 ," 306,203,610.1168 ", 4.3303 ," 324,177,735.3928 ",-24 ,"-1,797,412,527.5917 "," 1,025,522.40 "," 1,025,522.40 ",1.4%,18/03/2030,#N/A Field Not Applicable,#VALUE!,2030/3/18,2030,3,18,2030/3/18, -   ," -179,741.25 ", -   , 99.78 , 99.82 , 101.18 , SNAT , #N/A N/A , N ,AFDB-HO 4.0 180330,,,,,N," 75,888,000.00 ", 3.77 , 0.17 , 3.77 , 2.8603 , -   , -   , 2.86 ,2.860264743,N
Rates,CN Agency,中国政策性金融债,SDBC,XS3098153193,SDBC 2.204 06/19/28,AFS,HOBJIFIRA101,EUR," 150,000,000.00 "," 175,751,906.44 ", 1.50 , 1.76 ," 175,751,906.44 ", 1.76 ," 174,982,113.09 ", 2.304 ," 404,846,834.650 ", -   , -   , 2.1988 ," 386,440,866.5085 ", -   , -   , 2.20 ," 386,440,866.5085 ", 2.0381 ," 358,199,433.2639 ", 16 ," 2,824,143,324.4651 "," -769,793.35 "," -769,793.35 ",-0.4%,19/06/2028,#N/A Field Not Applicable,#VALUE!,2028/6/19,2028,6,19,2028/6/19, -   ," 282,414.33 ", -   , 100.00 , 100.00 , 99.56 , CN , #N/A N/A , N ,CDB-HKG 2.204 190628,,,,,N," 174,982,113.09 ", 2.30 , 0.08 , 2.33 , 4.0307 , -   , -   , 4.03 ,4.030736055,Y
Fins,Foreign Banks,外资金融机构债券,BAC,US06051GLE79,BAC 5.08 01/20/27,AFS,HOBJIFCRA031,USD," 30,000,000.00 "," 30,000,000.00 ", 0.30 , 0.30 ," 30,048,737.76 ", 0.30 ," 30,013,200.00 ", 0.014 ," 417,068.625 ", -   , -   , 4.9815 ," 149,686,467.7102 ", -   , -   , 4.98 ," 149,686,467.7102 ", 4.2818 ," 128,661,633.6339 ", 70 ," 2,102,483,407.6252 "," -35,537.76 "," -35,537.76 ",-0.1%,20/01/2027,2026/1/20,2026/1/20,2026/1/20,2026,1,20,2026/1/20, -   ," 210,248.34 ", 1.00 , 100.22 , 100.16 , 100.04 , US , TLAC , N ,BOAC-HO 5.08 200127 CALL,,,,,N," 30,013,200.00 ", 0.01 , 0.00 , 0.01 , 0.0042 , -   , -   , 0.00 ,0.004165754,N
Rates,Govs,外国政府/主权债券,ACGB,AU000XCLWAM0,ACGB 2 3/4 06/21/35,AFS,HOBJIFIRA501,AUD," 1,500,000,000.00 "," 1,000,711,358.98 ", 15.00 , 10.01 ," 875,800,051.56 ", 8.76 ," 850,963,254.57 ", 8.052 ," 7,052,217,457.386 ", -   , -   , 4.4197 ," 3,870,770,072.2499 ", -   , -   , 4.42 ," 3,870,770,072.2499 ", 3.4750 ," 3,043,442,838.5657 ", 94 ," 82,732,723,368.4257 "," -24,836,796.98 "," -24,836,796.98 ",-2.8%,21/06/2035,#N/A Field Not Applicable,#VALUE!,2035/6/21,2035,6,21,2035/6/21, -   ," 8,273,272.34 ", -   , 87.26 , 87.52 , 85.04 , AU , #N/A N/A , N ,AUSTRALIA 2.75 210635,,,,,N," 850,963,254.57 ", 8.05 , 0.75 , 8.16 , 68.5222 , -   , -   , 68.52 ,68.52223757,N
Rates,Supra,超主权机构债券,IADB,US4581X0EV68,IADB 3 3/4 06/14/30,AFS,HOBJIFIRA002,USD," 100,000,000.00 "," 100,000,000.00 ", 1.00 , 1.00 ," 98,886,290.36 ", 0.99 ," 100,218,000.00 ", 4.021 ," 397,646,372.615 ", -   , -   , 4.0666 ," 402,130,381.2161 ", -   , -   , 4.07 ," 402,130,381.2161 ", 4.3303 ," 428,208,292.0087 ",-26 ,"-2,607,791,079.2654 "," 1,331,709.64 "," 1,331,709.64 ",1.3%,14/06/2030,#N/A Field Not Applicable,#VALUE!,2030/6/14,2030,6,14,2030/6/14, -   ," -260,779.11 ", -   , 98.75 , 98.89 , 100.22 , SNAT , #N/A N/A , N ,IADB 3.75 140630,,,,,N," 100,218,000.00 ", 4.02 , 0.19 , 4.03 , 4.0300 , -   , -   , 4.03 ,4.030015084,N
Rates,Supra,超主权机构债券,IBRD,US459058LR21,IBRD 4 1/8 03/20/30,AFS,HOBJIFIRA002,USD," 575,000,000.00 "," 575,000,000.00 ", 5.75 , 5.75 ," 578,137,679.27 ", 5.78 ," 584,918,750.00 ", 3.767 ," 2,177,636,948.933 ", -   , -   , 4.0245 ," 2,326,704,706.8579 ", -   , -   , 4.02 ," 2,326,704,706.8579 ", 4.3266 ," 2,501,381,467.7331 ",-30 ,"-17,467,676,087.5229 "," 6,781,070.73 "," 6,781,070.73 ",1.2%,20/03/2030,#N/A Field Not Applicable,#VALUE!,2030/3/20,2030,3,20,2030/3/20, -   ," -1,746,767.61 ", -   , 100.59 , 100.55 , 101.73 , SNAT , #N/A N/A , N ,IBRD-WSH 4.125 200330,,,,,N," 584,918,750.00 ", 3.77 , 0.17 , 3.77 , 22.0318 , -   , -   , 22.03 ,22.03178806,N
Rates,Supra,超主权机构债券,IBRD,US459058LT86,IBRD 3 5/8 05/05/28,AFS,HOBJIFIRA002,USD," 250,000,000.00 "," 250,000,000.00 ", 2.50 , 2.50 ," 248,824,140.59 ", 2.49 ," 250,565,000.00 ", 2.179 ," 542,223,601.010 ", -   , -   , 3.8753 ," 964,280,511.3269 ", -   , -   , 3.88 ," 964,280,511.3269 ", 4.3303 ," 1,077,485,664.2553 ",-45 ,"-11,320,515,292.8445 "," 1,740,859.41 "," 1,740,859.41 ",0.7%,05/05/2028,#N/A Field Not Applicable,#VALUE!,2028/5/5,2028,5,5,2028/5/5, -   ," -1,132,051.53 ", -   , 99.42 , 99.53 , 100.23 , SNAT , #N/A N/A , N ,IBRD-WSH 3.625 050528,,,,,N," 250,565,000.00 ", 2.18 , 0.06 , 2.18 , 5.4602 , -   , -   , 5.46 ,5.460171841,N
Fins,Foreign Banks,外资金融机构债券,SANTAN,XS3103612084,SANTAN 3 06/25/30,HTM,HOBJIFCRH131,EUR," 80,000,000.00 "," 93,734,350.10 ", 0.80 , 0.94 ," 93,734,350.10 ", 0.94 ," 95,748,701.29 ", 1.379 ," 129,246,611.615 ", -   , -   , 2.9962 ," 280,849,519.9578 ", -   , -   , 3.00 ," 280,849,519.9578 ", 1.9962 ," 187,111,947.2684 ", 100 ," 9,373,757,268.9392 "," 2,014,351.18 "," 2,014,351.18 ",2.1%,25/06/2030,2027/6/25,2027/6/25,2027/6/25,2027,6,25,2027/6/25, -   ," 937,375.73 ", -   , 100.00 , 100.00 , 102.15 , ES , #N/A N/A , N ,904287975 3.0 250630 CALL,,,,,N," 95,748,701.29 ", 1.38 , 0.03 , 2.53 , 1.3202 , -   , -   , 1.32 ,1.320241213,Y
Fins,Foreign Banks,外资金融机构债券,STANLN,XS3107199195,STANLN 4.3 07/02/30,HTM,HOBJIFCRH531,AUD," 100,000,000.00 "," 66,714,090.60 ", 1.00 , 0.67 ," 66,714,090.60 ", 0.67 ," 64,568,183.69 ", 3.862 ," 257,652,114.899 ", -   , -   , 4.2931 ," 286,408,765.2850 ", -   , -   , 4.29 ," 286,408,765.2850 ", 3.6070 ," 240,636,457.2217 ", 69 ," 4,577,230,806.3283 "," -2,145,906.91 "," -2,145,906.91 ",-3.2%,02/07/2030,2027/7/2,2027/7/2,2027/7/2,2027,7,2,2027/7/2, -   ," 457,723.08 ", -   , 100.00 , 100.00 , 96.78 , GB , #N/A N/A , N ,SCB-HO 4.3 020730 CALL,,,,,N," 64,568,183.69 ", 3.86 , 0.20 , 3.78 , 2.4936 , -   , -   , 2.49 ,2.493645485,Y
Rates,Supra,超主权机构债券,IBRD,US459058JG93,IBRD 0 3/4 08/26/30,AFS,HOBJIFIRA002,USD," 150,000,000.00 "," 150,000,000.00 ", 1.50 , 1.50 ," 129,649,262.76 ", 1.30 ," 131,166,000.00 ", 4.439 ," 575,495,203.238 ", -   , -   , 4.0123 ," 520,192,466.9013 ", -   , -   , 4.01 ," 520,192,466.9013 ", 4.3232 ," 560,505,267.6866 ",-31 ,"-4,031,280,078.5343 "," 1,516,737.24 "," 1,516,737.24 ",1.2%,26/08/2030,#N/A Field Not Applicable,#VALUE!,2030/8/26,2030,8,26,2030/8/26, -   ," -403,128.01 ", -   , 85.19 , 86.43 , 87.44 , SNAT , #N/A N/A , N ,IBRD-WSH 0.75 260830,,,,,N," 131,166,000.00 ", 4.44 , 0.22 , 4.45 , 5.8223 , -   , -   , 5.82 ,5.822277907,N
Rates,Supra,超主权机构债券,IBRD,US459058KU68,IBRD 4 07/25/30,AFS,HOBJIFIRA002,USD," 100,000,000.00 "," 100,000,000.00 ", 1.00 , 1.00 ," 100,313,348.15 ", 1.00 ," 101,216,000.00 ", 4.036 ," 404,841,615.536 ", -   , -   , 3.9642 ," 397,666,239.4318 ", -   , -   , 3.96 ," 397,666,239.4318 ", 4.3303 ," 434,387,894.6260 ",-37 ,"-3,672,165,519.4207 "," 902,651.85 "," 902,651.85 ",0.9%,25/07/2030,#N/A Field Not Applicable,#VALUE!,2030/7/25,2030,7,25,2030/7/25, -   ," -367,216.55 ", -   , 100.33 , 100.31 , 101.22 , SNAT , #N/A N/A , N ,IBRD-WSH 4.0 250730,,,,,N," 101,216,000.00 ", 4.04 , 0.19 , 4.04 , 4.0848 , -   , -   , 4.08 ,4.084845109,N
MBS,CMO,吉利美MBS,GNR,US38385DJR89,GNR 2025-25 FG,AFS,HOBJIFSTA076,USD," 54,485,723.38 "," 54,485,723.38 ", 0.54 , 0.54 ," 54,402,020.92 ", 0.54 ," 54,848,543.81 ", 0.019 ," 1,007,850.437 ", 3.178 ," 172,905,943.091 ", 5.2989 ," 288,269,222.4498 ", -   , -   , 5.30 ," 288,269,222.4498 ", 4.3303 ," 235,577,615.2117 ", 97 ," 5,269,160,723.8102 "," 446,522.89 "," 447,954.37 ",0.8%,20/02/2055,#N/A N/A,#VALUE!,2055/2/20,2055,2,20,2055/2/20, -   ," 526,916.07 ", -   , 99.84 , 99.85 , 100.67 , US , #N/A N/A , Y ,GNMA-USA FRN+125 200255 MBS,,,,,N," 54,848,543.81 ", 0.02 ,  , 1.11 , 0.0102 , -   , -   , 0.01 ,0.010161227,N
MBS,CMO,吉利美MBS,GNR,US38381NHA90,GNR 2025-105 NF,AFS,HOBJIFSTA076,USD," 98,652,311.00 "," 98,652,311.00 ", 0.99 , 0.99 ," 98,652,311.00 ", 0.99 ," 99,329,065.85 ", 0.021 ," 2,028,692.533 ", 3.371 ," 332,507,614.226 ", 5.3402 ," 526,819,885.7191 ", -   , -   , 5.34 ," 526,819,885.7191 ", 4.3303 ," 427,195,088.8464 ", 101 ," 9,962,479,687.2668 "," 676,754.85 "," 676,754.85 ",0.7%,20/06/2055,#N/A N/A,#VALUE!,2055/6/20,2055,6,20,2055/6/20, -   ," 996,247.97 ", -   , 100.00 , 100.00 , 100.69 , US , #N/A N/A , Y ,GNMA-USA FRN+130 200655 MBS,,,,,N," 99,329,065.85 ", 0.02 ,  , 1.12 , 0.0204 , -   , -   , 0.02 ,0.020426094,N
MBS,CMO,吉利美MBS,GNR,US38381NTW82,GNR 2025-108 FH,AFS,HOBJIFSTA076,USD," 73,338,076.50 "," 73,338,076.50 ", 0.73 , 0.73 ," 73,338,076.50 ", 0.73 ," 73,842,275.78 ", 0.021 ," 1,512,301.865 ", 3.383 ," 248,080,711.377 ", 5.3402 ," 391,637,628.0388 ", -   , -   , 5.34 ," 391,637,628.0388 ", 4.3303 ," 317,576,606.0487 ", 101 ," 7,406,102,199.0095 "," 504,199.28 "," 504,199.28 ",0.7%,20/06/2055,#N/A N/A,#VALUE!,2055/6/20,2055,6,20,2055/6/20, -   ," 740,610.22 ", -   , 100.00 , 100.00 , 100.69 , US , #N/A N/A , Y ,GNMA-USA FRN+130 200655 MBS A,,,,,N," 73,842,275.78 ", 0.02 ,  , 1.19 , 0.0152 , -   , -   , 0.02 ,0.015226989,N
MBS,CMO,吉利美MBS,GNR,US38385G2G33,GNR 2025-100 FH,AFS,HOBJIFSTA076,USD," 96,502,713.00 "," 96,502,713.00 ", 0.97 , 0.97 ," 96,504,602.32 ", 0.97 ," 97,183,925.65 ", 0.018 ," 1,728,294.398 ", 2.929 ," 282,652,329.741 ", 5.3410 ," 515,433,652.8500 ", -   , -   , 5.34 ," 515,433,652.8500 ", 4.3303 ," 417,894,844.4814 ", 101 ," 9,753,880,836.8568 "," 679,323.33 "," 696,291.20 ",0.7%,20/06/2055,#N/A N/A,#VALUE!,2055/6/20,2055,6,20,2055/6/20, -   ," 975,388.08 ", -   , 99.98 , 100.00 , 100.71 , US , #N/A N/A , Y ,GNMA-USA FRN+130 200655 MBS B,,,,,N," 97,183,925.65 ", 0.02 , 0.32 , 1.14 , 0.0174 , -   , -   , 0.02 ,0.017404604,N
MBS,CMO,吉利美MBS,GNR,US38385G5C91,GNR 2025-97 FH,AFS,HOBJIFSTA076,USD," 97,930,444.00 "," 97,930,444.00 ", 0.98 , 0.98 ," 97,932,165.49 ", 0.98 ," 98,599,994.45 ", 0.017 ," 1,704,101.554 ", 2.971 ," 290,956,463.660 ", 5.3410 ," 523,059,670.9287 ", -   , -   , 5.34 ," 523,059,670.9287 ", 4.3303 ," 424,076,635.5268 ", 101 ," 9,898,303,540.1907 "," 667,828.96 "," 684,852.08 ",0.7%,20/06/2055,#N/A N/A,#VALUE!,2055/6/20,2055,6,20,2055/6/20, -   ," 989,830.35 ", -   , 99.98 , 100.00 , 100.68 , US , #N/A N/A , Y ,GNMA-USA FRN+130 200655 MBS C,,,,,N," 98,599,994.45 ", 0.02 , 0.31 , 0.93 , 0.0172 , -   , -   , 0.02 ,0.017157223,N
Rates,DM Agency,外国政府机构债券,KFW,DE000A383TD4,KFW 2 3/8 04/11/28,AFS,HOBJIFIRA101,EUR," 175,000,000.00 "," 205,043,890.85 ", 1.75 , 2.05 ," 206,443,571.13 ", 2.06 ," 205,599,559.79 ", 2.117 ," 437,052,354.271 ", -   , -   , 2.0598 ," 425,230,419.8971 ", -   , -   , 2.06 ," 425,230,419.8971 ", 2.0381 ," 420,752,022.9931 ", 2 ," 447,839,690.4048 "," -844,011.34 "," -844,011.34 ",-0.4%,11/04/2028,#N/A Field Not Applicable,#VALUE!,2028/4/11,2028,4,11,2028/4/11, -   ," 44,783.97 ", -   , 100.83 , 100.68 , 100.27 , DE , #N/A N/A , N ,KFWP 2.375 110428,,,,,N," 205,599,559.79 ", 2.12 , 0.07 , 2.14 , 4.3527 , -   , -   , 4.35 ,4.35265536,N
Rates,DM Agency,外国政府机构债券,KFW,DE000A351MT2,KFW 3 1/8 10/10/28,AFS,HOBJIFIRA101,EUR," 25,000,000.00 "," 29,291,984.41 ", 0.25 , 0.29 ," 30,065,676.57 ", 0.30 ," 29,907,701.92 ", 2.583 ," 77,673,214.820 ", -   , -   , 2.1294 ," 64,021,224.5178 ", -   , -   , 2.13 ," 64,021,224.5178 ", 2.0381 ," 61,276,765.2199 ", 9 ," 274,445,929.7841 "," -157,974.65 "," -157,974.65 ",-0.5%,10/10/2028,#N/A Field Not Applicable,#VALUE!,2028/10/10,2028,10,10,2028/10/10, -   ," 27,444.59 ", -   , 103.11 , 102.64 , 102.10 , DE , #N/A N/A , N ,KFWP 3.125 101028,,,,,N," 29,907,701.92 ", 2.58 , 0.09 , 2.62 , 0.7727 , -   , -   , 0.77 ,0.77265095,N
Rates,Supra,超主权机构债券,IBRD,AU3CB0317063,IBRD 4.35 01/10/30,AFS,HOBJIFIRA501,AUD," 146,990,000.00 "," 98,063,041.77 ", 1.47 , 0.98 ," 99,814,737.99 ", 1.00 ," 97,385,776.91 ", 3.615 ," 360,842,831.800 ", -   , -   , 3.9008 ," 389,361,125.9131 ", -   , -   , 3.90 ," 389,361,125.9131 ", 3.3951 ," 338,876,525.2929 ", 51 ," 5,048,460,062.0171 "," -2,428,961.08 "," -2,428,961.08 ",-2.4%,10/01/2030,#N/A Field Not Applicable,#VALUE!,2030/1/10,2030,1,10,2030/1/10, -   ," 504,846.01 ", -   , 101.91 , 101.79 , 99.31 , SNAT , #N/A N/A , N ,IBRD-WSH 4.35 100130,,,,,N," 97,385,776.91 ", 3.62 , 0.15 , 3.62 , 3.5206 , -   , -   , 3.52 ,3.52061832,N
Rates,CN Agency,中国政策性金融债,SDBC,XS3104412872,SDBC 2 1/4 07/02/28,AFS,HOBJIFIRA101,EUR," 45,600,000.00 "," 53,428,579.56 ", 0.46 , 0.53 ," 53,535,923.38 ", 0.54 ," 53,362,862.41 ", 2.337 ," 125,133,350.251 ", -   , -   , 2.1593 ," 115,601,646.1889 ", -   , -   , 2.16 ," 115,601,646.1889 ", 1.9665 ," 105,276,626.6321 ", 19 ," 1,032,501,955.6773 "," -173,060.97 "," -173,060.97 ",-0.3%,02/07/2028,#N/A Field Not Applicable,#VALUE!,2028/7/2,2028,7,2,2028/7/2, -   ," 103,250.20 ", -   , 100.24 , 100.20 , 99.88 , CN , #N/A N/A , N ,CDB-HO 2.25 020728,,,,,N," 53,362,862.41 ", 2.34 , 0.08 , 2.37 , 1.2473 , -   , -   , 1.25 ,1.247288424,N
Fins,Foreign Banks,外资金融机构债券,HSBC,XS2665867284,HSBC 4.91 08/11/28,HTM,HOBJIFCRH531,AUD," 35,000,000.00 "," 23,349,931.71 ", 0.35 , 0.23 ," 23,349,931.71 ", 0.23 ," 23,180,210.76 ", 2.311 ," 53,970,263.632 ", -   , -   , 4.8936 ," 114,266,206.7444 ", -   , -   , 4.89 ," 114,266,206.7444 ", 4.4049 ," 102,853,110.1403 ", 49 ," 1,141,309,660.4146 "," -169,720.95 "," -169,720.95 ",-0.7%,11/08/2028,2026/8/11,2026/8/11,2026/8/11,2026,8,11,2026/8/11, -   ," 114,130.97 ", -   , 100.00 , 100.00 , 99.27 , HK , #N/A N/A , N ,HSBCHK-HO 4.91 110828 CALL,,,,,N," 23,180,210.76 ", 2.31 , 0.08 , 1.89 , 0.5358 , -   , -   , 0.54 ,0.535779762,Y
Fins,Foreign Banks,外资金融机构债券,ACAFP,FR0014008MT2,ACAFP 1 1/8 02/24/29,AFS,HOBJIFCRA131,EUR," 30,000,000.00 "," 35,150,381.29 ", 0.30 , 0.35 ," 33,568,998.32 ", 0.34 ," 33,471,599.08 ", 2.960 ," 99,348,078.963 ", -   , -   , 2.6254 ," 88,132,954.2207 ", -   , -   , 2.63 ," 88,132,954.2207 ", 1.9749 ," 66,296,522.5622 ", 65 ," 2,183,643,165.8490 "," -97,399.24 "," -97,399.24 ",-0.3%,24/02/2029,#N/A Field Not Applicable,#VALUE!,2029/2/24,2029,2,24,2029/2/24, -   ," 218,364.32 ", -   , 94.88 , 95.50 , 95.22 , FR , MREL , N ,CL-HO 1.125 240229,,,,,N," 33,471,599.08 ", 2.96 , 0.12 , 3.01 , 0.9906 , -   , -   , 0.99 ,0.990598241,N
Fins,Foreign Banks,外资金融机构债券,SANTAN,XS3109497449,SANTAN 3.01 07/23/30,HTM,HOBJIFCRH131,EUR," 80,000,000.00 "," 93,734,350.10 ", 0.80 , 0.94 ," 93,734,350.10 ", 0.94 ," 95,445,939.34 ", 1.453 ," 136,235,069.329 ", -   , -   , 3.0071 ," 281,865,531.8868 ", -   , -   , 3.01 ," 281,865,531.8868 ", 1.9749 ," 185,119,061.2509 ", 103 ," 9,674,647,063.5955 "," 1,711,589.23 "," 1,711,589.23 ",1.8%,23/07/2030,2027/7/23,2027/7/23,2027/7/23,2027,7,23,2027/7/23, -   ," 967,464.71 ", -   , 100.00 , 100.00 , 101.83 , ES , #N/A N/A , N ,904287975 3.01 230730 CALL,,,,,N," 95,445,939.34 ", 1.45 , 0.04 , 2.69 , 1.3872 , -   , -   , 1.39 ,1.387227217,Y
Rates,Supra,超主权机构债券,IBRD,US459058KQ56,IBRD 3 7/8 02/14/30,AFS,HOBJIFIRA002,USD," 100,000,000.00 "," 100,000,000.00 ", 1.00 , 1.00 ," 99,707,260.11 ", 1.00 ," 100,809,000.00 ", 3.686 ," 367,520,987.840 ", -   , -   , 3.9869 ," 397,523,435.6958 ", -   , -   , 3.99 ," 397,523,435.6958 ", 4.3197 ," 430,705,152.3846 ",-33 ,"-3,318,171,668.8733 "," 1,101,739.89 "," 1,101,739.89 ",1.1%,14/02/2030,#N/A Field Not Applicable,#VALUE!,2030/2/14,2030,2,14,2030/2/14, -   ," -331,817.17 ", -   , 99.66 , 99.71 , 100.81 , SNAT , #N/A N/A , N ,IBRD-WSH 3.875 140230,,,,,N," 100,809,000.00 ", 3.69 , 0.16 , 3.69 , 3.7158 , -   , -   , 3.72 ,3.715820014,N
Rates,DM Agency,外国政府机构债券,KFW,DE000A4R2L42,KFW 2 1/8 07/31/28,AFS,HOBJIFIRA101,EUR," 100,000,000.00 "," 117,167,937.63 ", 1.00 , 1.17 ," 117,140,551.30 ", 1.17 ," 116,687,549.08 ", 2.419 ," 283,305,032.411 ", -   , -   , 2.1294 ," 249,441,096.5573 ", -   , -   , 2.13 ," 249,441,096.5573 ", 1.9665 ," 230,353,028.4946 ", 16 ," 1,908,806,806.2717 "," -453,002.22 "," -453,002.22 ",-0.4%,31/07/2028,#N/A Field Not Applicable,#VALUE!,2028/7/31,2028,7,31,2028/7/31, -   ," 190,880.68 ", -   , 99.98 , 99.98 , 99.59 , DE , #N/A N/A , N ,KFWP 2.125 310728,,,,,N," 116,687,549.08 ", 2.42 , 0.08 , 2.45 , 2.8221 , -   , -   , 2.82 ,2.822094442,N
Rates,DM Agency,外国政府机构债券,KFW,DE000A351Y94,KFW 2 3/8 08/05/27,AFS,HOBJIFIRA101,EUR," 50,000,000.00 "," 58,583,968.81 ", 0.50 , 0.59 ," 58,902,681.06 ", 0.59 ," 58,773,780.87 ", 1.496 ," 88,090,939.315 ", -   , -   , 2.0206 ," 119,016,616.2455 ", -   , -   , 2.02 ," 119,016,616.2455 ", 1.9665 ," 115,830,178.5240 ", 5 ," 318,643,772.1583 "," -128,900.19 "," -128,900.19 ",-0.2%,05/08/2027,#N/A Field Not Applicable,#VALUE!,2027/8/5,2027,8,5,2027/8/5, -   ," 31,864.38 ", -   , 100.70 , 100.54 , 100.32 , DE , #N/A N/A , N ,KFWP 2.375 050827,,,,,N," 58,773,780.87 ", 1.50 , 0.04 , 1.51 , 0.8790 , -   , -   , 0.88 ,0.878981647,N
Fins,Foreign Banks,外资金融机构债券,BAC,XS3137733534,BAC 4.9 07/29/30,HTM,HOBJIFCRH031,USD," 50,000,000.00 "," 50,000,000.00 ", 0.50 , 0.50 ," 50,000,000.00 ", 0.50 ," 50,015,000.00 ", 0.523 ," 26,153,573.875 ", -   , -   , 4.8924 ," 244,620,728.5000 ", -   , -   , 4.89 ," 244,620,728.5000 ", 4.2593 ," 212,964,350.0000 ", 63 ," 3,165,637,850.0000 "," 15,000.00 "," 15,000.00 ",0.0%,29/07/2030,2026/7/29,2026/7/29,2026/7/29,2026,7,29,2026/7/29, -   ," 316,563.79 ", -   , 100.00 , 100.00 , 100.03 , US , TLAC , N ,BOAC-HO 4.9 290730 CALL,,,,,N," 50,015,000.00 ", 0.52 , 0.01 , 1.54 , 0.2616 , -   , -   , 0.26 ,0.261614199,Y
Fins,Chinese Security,中资金融机构债券,GUOTJU,HK0001160941,GUOTJU Float 07/30/28,AFS,HOBJIFCRA431,USD," 10,000,000.00 "," 10,000,000.00 ", 0.10 , 0.10 ," 10,000,000.00 ", 0.10 ," 10,007,800.00 ", 0.003 ," 27,774.528 ", -   , -   , 4.4595 ," 44,595,479.5000 ", -   , -   , 4.46 ," 44,595,479.5000 ", 4.2593 ," 42,592,870.0000 ", 20 ," 200,260,950.0000 "," 7,800.00 "," 7,800.00 ",0.1%,30/07/2028,#N/A Field Not Applicable,#VALUE!,2028/7/30,2028,7,30,2028/7/30, -   ," 20,026.10 ", -   , 100.00 , 100.00 , 100.08 , HK , #N/A N/A , Y ,GTJAI-HKG FRN+60 300728,,,,,N," 10,007,800.00 ", 0.00 , 0.00 , -0.00 , 0.0003 , -   , -   , 0.00 ,0.000277962,N
